group,dataset_a,dataset_b,sae_jaccard,logreg_jaccard,delta_jaccard
phrases_in_context,77_second-derivative,80_side-effects,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,77_second-derivative,81_public-health,0.0,0.0,0.0
phrases_in_context,77_second-derivative,82_federal-government,0.06666666666666667,0.03225806451612903,0.034408602150537634
phrases_in_context,77_second-derivative,83_third-party,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,77_second-derivative,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,77_second-derivative,85_mental-health,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,78_north-america,79_human-rights,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,78_north-america,80_side-effects,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,78_north-america,81_public-health,0.10344827586206896,0.0,0.10344827586206896
phrases_in_context,78_north-america,82_federal-government,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,78_north-america,83_third-party,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,78_north-america,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,78_north-america,85_mental-health,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,79_human-rights,80_side-effects,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,79_human-rights,81_public-health,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,79_human-rights,82_federal-government,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,79_human-rights,83_third-party,0.10344827586206896,0.06666666666666667,0.0367816091954023
phrases_in_context,79_human-rights,84_clinical-trials,0.03225806451612903,0.0,0.03225806451612903
phrases_in_context,79_human-rights,85_mental-health,0.10344827586206896,0.03225806451612903,0.07119021134593993
phrases_in_context,80_side-effects,81_public-health,0.06666666666666667,0.0,0.06666666666666667
phrases_in_context,80_side-effects,82_federal-government,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,80_side-effects,83_third-party,0.23076923076923078,0.0,0.23076923076923078
phrases_in_context,80_side-effects,84_clinical-trials,0.18518518518518517,0.06666666666666667,0.11851851851851851
phrases_in_context,80_side-effects,85_mental-health,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,81_public-health,82_federal-government,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,81_public-health,83_third-party,0.23076923076923078,0.03225806451612903,0.19851116625310175
phrases_in_context,81_public-health,84_clinical-trials,0.14285714285714285,0.0,0.14285714285714285
phrases_in_context,81_public-health,85_mental-health,0.3333333333333333,0.0,0.3333333333333333
phrases_in_context,82_federal-government,83_third-party,0.391304347826087,0.10344827586206896,0.287856071964018
phrases_in_context,82_federal-government,84_clinical-trials,0.28,0.10344827586206896,0.17655172413793108
phrases_in_context,82_federal-government,85_mental-health,0.28,0.06666666666666667,0.21333333333333337
phrases_in_context,83_third-party,84_clinical-trials,0.14285714285714285,0.03225806451612903,0.11059907834101382
phrases_in_context,83_third-party,85_mental-health,0.18518518518518517,0.03225806451612903,0.15292712066905614
phrases_in_context,84_clinical-trials,85_mental-health,0.18518518518518517,0.03225806451612903,0.15292712066905614
