dataset,layer,num_train,method,baseline_test_auc,sae_best_test_auc,diff,sae_best_k,sae_best_sae_id,sae_better
49_cm_isshort,24,20,logreg,0.9999783787621356,0.9999420744448262,3.63043E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,20,logreg,0.6506170927179994,0.6809326498440528,0.030315557,128,layer_24/width_16k/standard_new,TRUE
51_just_is,24,20,logreg,0.7106865388431992,0.663196619,0.04748992,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,20,logreg,0.7092136805947122,0.6941729134740782,0.015040767,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,20,logreg,0.5352069588115418,0.5548530804616618,0.019646122,16,layer_24/width_16k/topk_32,TRUE
56_wikidatasex_or_gender,24,20,logreg,0.8422985634785022,0.8677006136236387,0.02540205,128,layer_24/width_16k/topk_32,TRUE
57_wikidatais_alive,24,20,logreg,0.9096277435979352,0.856454343,0.053173401,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,20,logreg,0.5698085738367716,0.6161425396982796,0.046333966,128,layer_24/width_16k/p_anneal,TRUE
59_wikidata_occupation_isjournalist,24,20,logreg,0.6965090745677196,0.6901328757749384,0.006376199,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,20,logreg,0.778470243,0.7954856961934819,0.017015453,16,layer_24/width_16k/matryoshka_batch_topk_32,TRUE
61_wikidata_occupation_isactor,24,20,logreg,0.8429859770608001,0.8893331699196209,0.046347193,128,layer_24/width_16k/topk_32,TRUE
62_wikidata_occupation_ispolitician,24,20,logreg,0.8148951598901042,0.7699860077008713,0.044909152,128,layer_24/width_16k/jumprelu_32,FALSE
63_wikidata_occupation_issinger,24,20,logreg,0.8459355945705794,0.8205104635842755,0.025425131,16,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,20,logreg,0.8735884587150108,0.8207749513261626,0.052813507,128,layer_24/width_16k/jumprelu_32,FALSE
5_hist_fig_ismale,24,28,logreg,0.919665863,0.8866575154871303,0.033008348,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,28,logreg,0.9603361116012245,0.9456578570376402,0.014678255,128,layer_24/width_16k/jumprelu_32,FALSE
7_hist_fig_ispolitician,24,28,logreg,0.583868618,0.6244822110458407,0.040613593,128,layer_24/width_16k/p_anneal,TRUE
21_headline_istrump,24,28,logreg,0.8763726364623783,0.8565884445854531,0.019784192,128,layer_24/width_16k/standard_new,FALSE
22_headline_isobama,24,28,logreg,0.8907888096079979,0.8727345258710573,0.018054284,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,28,logreg,0.8345153113080077,0.8582881945689995,0.023772883,128,layer_24/width_16k/standard_new,TRUE
24_headline_isiran,24,28,logreg,0.8957225158104479,0.8749805076669844,0.020742008,128,layer_24/width_16k/standard,FALSE
26_headline_isfrontpage,24,28,logreg,0.5999545138894509,0.6154307987911378,0.015476285,128,layer_24/width_16k/standard_new,TRUE
36_sciq_tf,24,28,logreg,0.7713594519652104,0.7982998554480543,0.026940403,128,layer_24/width_16k/standard_new,TRUE
41_truthqa_tf,24,28,logreg,0.6818277002973573,0.6730814870656558,0.008746213,128,layer_24/width_16k/standard,FALSE
42_temp_sense,24,28,logreg,0.7058478745643442,0.6793482141226361,0.02649966,128,layer_24/width_16k/standard,FALSE
44_phys_tf,24,28,logreg,0.6410640836167448,0.6366631000807743,0.004400984,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,28,logreg,0.5067966766804145,0.5356367202745215,0.028840044,16,layer_24/width_16k/standard,TRUE
48_cm_correct,24,28,logreg,0.6635988092675118,0.6831434301707267,0.019544621,128,layer_24/width_16k/batch_topk_32,TRUE
49_cm_isshort,24,28,logreg,0.9999561326122464,0.9999299093029618,2.62233E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,28,logreg,0.7017224829265213,0.6720548552780885,0.029667628,128,layer_24/width_16k/jumprelu_32,FALSE
51_just_is,24,28,logreg,0.6894057830490586,0.6424129653221016,0.046992818,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,28,logreg,0.7616725669859781,0.7465767735665695,0.015095793,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,28,logreg,0.5270588939914629,0.5253938757241762,0.001665018,16,layer_24/width_16k/p_anneal,FALSE
56_wikidatasex_or_gender,24,28,logreg,0.8787528064606465,0.8587191694009592,0.020033637,16,layer_24/width_16k/topk_32,FALSE
57_wikidatais_alive,24,28,logreg,0.9194047632536976,0.8737423737922305,0.045662389,128,layer_24/width_16k/jumprelu_32,FALSE
58_wikidatapolitical_party,24,28,logreg,0.597825269,0.6626199183399721,0.064794649,128,layer_24/width_16k/standard,TRUE
59_wikidata_occupation_isjournalist,24,28,logreg,0.7631861286436507,0.7702546308213466,0.007068502,128,layer_24/width_16k/standard_new,TRUE
60_wikidata_occupation_isathlete,24,28,logreg,0.8187276696080148,0.8196044109924734,0.000876741,128,layer_24/width_16k/gated,TRUE
61_wikidata_occupation_isactor,24,28,logreg,0.8742455287733857,0.8927204209182359,0.018474892,128,layer_24/width_16k/topk_32,TRUE
62_wikidata_occupation_ispolitician,24,28,logreg,0.8666663234521885,0.8343540531913799,0.03231227,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,28,logreg,0.86650364,0.8394265915713389,0.027077048,16,layer_24/width_16k/topk_32,FALSE
64_wikidata_occupation_isresearcher,24,28,logreg,0.9249477037942908,0.8605681245239705,0.064379579,16,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,38,logreg,0.9525804176255672,0.9302564002548399,0.022324017,16,layer_24/width_16k/topk_32,FALSE
6_hist_fig_isamerican,24,38,logreg,0.9589751465980156,0.9482052307212232,0.010769916,128,layer_24/width_16k/topk_32,FALSE
7_hist_fig_ispolitician,24,38,logreg,0.6141910779992459,0.6310256335244634,0.016834556,16,layer_24/width_16k/standard,TRUE
21_headline_istrump,24,38,logreg,0.9012253611316976,0.8981777639089337,0.003047597,128,layer_24/width_16k/p_anneal,FALSE
22_headline_isobama,24,38,logreg,0.825857617,0.893354771,0.067497155,128,layer_24/width_16k/jumprelu_32,TRUE
23_headline_ischina,24,38,logreg,0.9064422925809064,0.8806767489935807,0.025765544,128,layer_24/width_16k/standard_new,FALSE
24_headline_isiran,24,38,logreg,0.9041345202769534,0.8956017144741181,0.008532806,128,layer_24/width_16k/standard_new,FALSE
26_headline_isfrontpage,24,38,logreg,0.6333125300672205,0.6403227431706778,0.007010213,128,layer_24/width_16k/p_anneal,TRUE
36_sciq_tf,24,38,logreg,0.8151494909700824,0.7548944559295809,0.060255035,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,38,logreg,0.70506516,0.6983412424194635,0.006723918,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
42_temp_sense,24,38,logreg,0.7084627784536293,0.7131554782515441,0.0046927,128,layer_24/width_16k/standard,TRUE
44_phys_tf,24,38,logreg,0.6564982577264631,0.6537195589707585,0.002778699,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,38,logreg,0.5069054434442057,0.5536004061392297,0.046694963,16,layer_24/width_16k/p_anneal,TRUE
48_cm_correct,24,38,logreg,0.663750796,0.6930754378437416,0.029324641,16,layer_24/width_16k/topk_32,TRUE
49_cm_isshort,24,38,logreg,0.9999367775740792,0.9997721392258583,0.000164638,128,layer_24/width_16k/gated,FALSE
50_deon_isvalid,24,38,logreg,0.7011599446113039,0.71315514,0.011995196,128,layer_24/width_16k/standard_new,TRUE
51_just_is,24,38,logreg,0.7346538531549454,0.7269675339028228,0.007686319,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,38,logreg,0.7789828907608715,0.7460464727224567,0.032936418,128,layer_24/width_16k/p_anneal,FALSE
54_cs_tf,24,38,logreg,0.5312201765677211,0.5435805671490423,0.012360391,128,layer_24/width_16k/standard,TRUE
56_wikidatasex_or_gender,24,38,logreg,0.868530672,0.920161128,0.051630456,128,layer_24/width_16k/topk_32,TRUE
57_wikidatais_alive,24,38,logreg,0.9258199412307732,0.882457483,0.043362458,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,38,logreg,0.6941730386700002,0.6698213405843385,0.024351698,128,layer_24/width_16k/standard,FALSE
59_wikidata_occupation_isjournalist,24,38,logreg,0.8127296178410203,0.7855561796584076,0.027173438,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,38,logreg,0.8463073914581123,0.8453005055233103,0.001006886,128,layer_24/width_16k/gated,FALSE
61_wikidata_occupation_isactor,24,38,logreg,0.8860081341405064,0.8815151136907363,0.00449302,16,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,38,logreg,0.8726247685618591,0.8264661216168424,0.046158647,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,38,logreg,0.8823680542553413,0.8572884811416921,0.025079573,128,layer_24/width_16k/standard,FALSE
64_wikidata_occupation_isresearcher,24,38,logreg,0.9403572667360388,0.8999815730142213,0.040375694,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,53,logreg,0.9735513133430208,0.9544983108309737,0.019053003,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,53,logreg,0.9588357332380164,0.9556079087219201,0.003227825,128,layer_24/width_16k/p_anneal,FALSE
7_hist_fig_ispolitician,24,53,logreg,0.6209099520269782,0.6245693685904002,0.003659417,128,layer_24/width_16k/topk_32,TRUE
21_headline_istrump,24,53,logreg,0.8942801422365183,0.9030373975040424,0.008757255,128,layer_24/width_16k/standard_new,TRUE
22_headline_isobama,24,53,logreg,0.9192691407899928,0.9182731947113549,0.000995946,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,53,logreg,0.925276916,0.9127044606467029,0.012572455,128,layer_24/width_16k/p_anneal,FALSE
24_headline_isiran,24,53,logreg,0.9292497679196382,0.9093976250255681,0.019852143,128,layer_24/width_16k/standard,FALSE
26_headline_isfrontpage,24,53,logreg,0.6776240412222321,0.6685605264719872,0.009063515,16,layer_24/width_16k/batch_topk_32,FALSE
36_sciq_tf,24,53,logreg,0.8228070602866805,0.791045352,0.031761708,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,53,logreg,0.759786796,0.7234241094090597,0.036362686,128,layer_24/width_16k/jumprelu_32,FALSE
42_temp_sense,24,53,logreg,0.7915929410265667,0.7463823822973519,0.045210559,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,53,logreg,0.655074644,0.6297492907223325,0.025325354,16,layer_24/width_16k/topk_32,FALSE
47_reasoning_tf,24,53,logreg,0.5277555083233001,0.5534500335522202,0.025694525,16,layer_24/width_16k/gated,TRUE
48_cm_correct,24,53,logreg,0.7271717729807845,0.7097726207292703,0.017399152,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,53,logreg,0.9999700771567872,0.9999102314703611,5.98457E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,53,logreg,0.7131597884732956,0.6898291274842296,0.023330661,128,layer_24/width_16k/batch_topk_32,FALSE
51_just_is,24,53,logreg,0.7344489920988977,0.7097940409066523,0.024654951,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,53,logreg,0.7990128616280734,0.779636071,0.01937679,128,layer_24/width_16k/jumprelu_32,FALSE
54_cs_tf,24,53,logreg,0.5474346557867427,0.5662033095318645,0.018768654,16,layer_24/width_16k/standard,TRUE
56_wikidatasex_or_gender,24,53,logreg,0.9654137716043336,0.9314443135070241,0.033969458,128,layer_24/width_16k/topk_32,FALSE
57_wikidatais_alive,24,53,logreg,0.942818755,0.8889741517323609,0.053844603,128,layer_24/width_16k/standard,FALSE
58_wikidatapolitical_party,24,53,logreg,0.6956352613621333,0.6904304638966433,0.005204797,128,layer_24/width_16k/standard,FALSE
59_wikidata_occupation_isjournalist,24,53,logreg,0.8152037172200282,0.7841726618705036,0.031031055,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,53,logreg,0.8819683351835637,0.838219807,0.043748528,128,layer_24/width_16k/batch_topk_32,FALSE
61_wikidata_occupation_isactor,24,53,logreg,0.889106598,0.881032481,0.008074116,16,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,53,logreg,0.8956290554107881,0.8424850194723095,0.053144036,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
63_wikidata_occupation_issinger,24,53,logreg,0.8809585425185031,0.8537469539857763,0.027211589,128,layer_24/width_16k/standard_new,FALSE
64_wikidata_occupation_isresearcher,24,53,logreg,0.9400875789603492,0.9118837183952152,0.028203861,128,layer_24/width_16k/standard_new,FALSE
5_hist_fig_ismale,24,74,logreg,0.9716108725959802,0.9622980633274988,0.009312809,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,74,logreg,0.9650705337450812,0.9553286281152774,0.009741906,128,layer_24/width_16k/jumprelu_32,FALSE
7_hist_fig_ispolitician,24,74,logreg,0.6438010417707662,0.6450010933546794,0.001200052,16,layer_24/width_16k/matryoshka_batch_topk_32,TRUE
21_headline_istrump,24,74,logreg,0.9282319020116736,0.9097664112867185,0.018465491,128,layer_24/width_16k/standard_new,FALSE
22_headline_isobama,24,74,logreg,0.9341916177247196,0.9243354830450158,0.009856135,128,layer_24/width_16k/standard,FALSE
23_headline_ischina,24,74,logreg,0.9275037369207773,0.9139262580966617,0.013577479,128,layer_24/width_16k/standard_new,FALSE
24_headline_isiran,24,74,logreg,0.935330586,0.9158638675427849,0.019466719,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,74,logreg,0.6640805447841704,0.6488845638438326,0.015195981,128,layer_24/width_16k/gated,FALSE
36_sciq_tf,24,74,logreg,0.8451455217148814,0.7976286241904146,0.047516898,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,74,logreg,0.7715461307168856,0.7441050799177085,0.027441051,128,layer_24/width_16k/standard_new,FALSE
42_temp_sense,24,74,logreg,0.7649170672556407,0.7520791650426573,0.012837902,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,74,logreg,0.6707442364706839,0.6402134201948382,0.030530816,128,layer_24/width_16k/jumprelu_32,FALSE
47_reasoning_tf,24,74,logreg,0.5676239220686964,0.5457159327126312,0.021907989,128,layer_24/width_16k/p_anneal,FALSE
48_cm_correct,24,74,logreg,0.7462237211460732,0.7051144922101364,0.041109229,128,layer_24/width_16k/batch_topk_32,FALSE
49_cm_isshort,24,74,logreg,0.9999744389177536,0.9998431703921532,0.000131269,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,74,logreg,0.7514738849843648,0.7388246123868015,0.012649273,128,layer_24/width_16k/jumprelu_32,FALSE
51_just_is,24,74,logreg,0.751958886,0.7544282513614162,0.002469365,128,layer_24/width_16k/standard_new,TRUE
52_virtue_is,24,74,logreg,0.7946199437913024,0.7758164254934006,0.018803518,128,layer_24/width_16k/jumprelu_32,FALSE
54_cs_tf,24,74,logreg,0.5590297738784209,0.5750023169884229,0.015972543,128,layer_24/width_16k/standard_new,TRUE
56_wikidatasex_or_gender,24,74,logreg,0.9807929080694852,0.9333865828395098,0.047406325,128,layer_24/width_16k/topk_32,FALSE
57_wikidatais_alive,24,74,logreg,0.9382929088940364,0.9174057117640017,0.020887197,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,74,logreg,0.7792357401400529,0.735444194,0.043791546,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,74,logreg,0.8483656193936568,0.8094204916634823,0.038945128,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,74,logreg,0.8752480014162258,0.846145211,0.029102791,128,layer_24/width_16k/gated,FALSE
61_wikidata_occupation_isactor,24,74,logreg,0.8898226047758757,0.8804266164079247,0.009395988,16,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,74,logreg,0.9105273497796862,0.8889061599341974,0.02162119,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,74,logreg,0.8779185367970416,0.8724360593519471,0.005482477,128,layer_24/width_16k/topk_32,FALSE
64_wikidata_occupation_isresearcher,24,74,logreg,0.946911312,0.9294297235412122,0.017481589,16,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,103,logreg,0.9743151,0.958150611,0.016164489,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,103,logreg,0.9644147283096246,0.9512946075761459,0.013120121,128,layer_24/width_16k/standard_new,FALSE
7_hist_fig_ispolitician,24,103,logreg,0.6483964500833013,0.6311829351157674,0.017213515,128,layer_24/width_16k/standard_new,FALSE
21_headline_istrump,24,103,logreg,0.9359948363877142,0.9189572853923705,0.017037551,128,layer_24/width_16k/standard_new,FALSE
22_headline_isobama,24,103,logreg,0.93948613,0.9330395100435753,0.00644662,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,103,logreg,0.9269010790127534,0.9018552154450034,0.025045864,128,layer_24/width_16k/standard_new,FALSE
24_headline_isiran,24,103,logreg,0.9468536796032648,0.9212231053658253,0.025630574,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,103,logreg,0.6711645527628263,0.6645782104372251,0.006586342,16,layer_24/width_16k/batch_topk_32,FALSE
36_sciq_tf,24,103,logreg,0.8600493199730872,0.8266677279571959,0.033381592,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,103,logreg,0.7867665396754414,0.745478625,0.041287915,128,layer_24/width_16k/standard_new,FALSE
42_temp_sense,24,103,logreg,0.8329774830900676,0.7495416518333926,0.083435831,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,103,logreg,0.7183963199250288,0.6708479177346319,0.047548402,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,103,logreg,0.5917150110501448,0.5578057722717573,0.033909239,128,layer_24/width_16k/standard,FALSE
48_cm_correct,24,103,logreg,0.7496474880120894,0.7270769589153745,0.022570529,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,103,logreg,0.999969296,0.9999484372997565,2.08587E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,103,logreg,0.7793370071340082,0.7318450902964673,0.047491917,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,103,logreg,0.7905529790892392,0.7459138645926779,0.044639114,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,103,logreg,0.8307926062127571,0.7855443160345638,0.04524829,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,103,logreg,0.5837662764588406,0.5788393686723055,0.004926908,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,103,logreg,0.988166944,0.9477693208274595,0.040397624,128,layer_24/width_16k/standard_new,FALSE
57_wikidatais_alive,24,103,logreg,0.9596238192308514,0.9400596124887863,0.019564207,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,103,logreg,0.8245408030890389,0.7684575409786025,0.056083262,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,103,logreg,0.865993698,0.8288057024337268,0.037187995,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,103,logreg,0.9064519574854456,0.8602954921753994,0.046156465,128,layer_24/width_16k/batch_topk_32,FALSE
61_wikidata_occupation_isactor,24,103,logreg,0.9046838558635546,0.8855140290907796,0.019169827,128,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,103,logreg,0.924173031,0.8990824565151597,0.025090575,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,103,logreg,0.8962010851181257,0.871764229,0.024436856,128,layer_24/width_16k/topk_32,FALSE
64_wikidata_occupation_isresearcher,24,103,logreg,0.952749935,0.9263339774078478,0.026415958,16,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,143,logreg,0.9741477110807736,0.9552929984882574,0.018854713,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,143,logreg,0.963606734,0.951724662,0.011882072,128,layer_24/width_16k/batch_topk_32,FALSE
7_hist_fig_ispolitician,24,143,logreg,0.6492490310735001,0.6446863236160228,0.004562707,16,layer_24/width_16k/topk_32,FALSE
21_headline_istrump,24,143,logreg,0.9228821356551382,0.918780313,0.004101823,128,layer_24/width_16k/standard_new,FALSE
22_headline_isobama,24,143,logreg,0.9534657484392934,0.9343295960359452,0.019136152,128,layer_24/width_16k/p_anneal,FALSE
23_headline_ischina,24,143,logreg,0.956361163,0.9310462673378274,0.025314896,128,layer_24/width_16k/p_anneal,FALSE
24_headline_isiran,24,143,logreg,0.9509672149791668,0.931100795,0.01986642,128,layer_24/width_16k/standard,FALSE
26_headline_isfrontpage,24,143,logreg,0.6995114995562479,0.6817924597434109,0.01771904,128,layer_24/width_16k/gated,FALSE
36_sciq_tf,24,143,logreg,0.8873452465605823,0.8457483260912637,0.04159692,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,143,logreg,0.7929562019002144,0.7657922574509175,0.027163944,128,layer_24/width_16k/jumprelu_32,FALSE
42_temp_sense,24,143,logreg,0.8478753698224852,0.7967353920118343,0.051139978,128,layer_24/width_16k/jumprelu_32,FALSE
44_phys_tf,24,143,logreg,0.7274417558468065,0.6633694554741633,0.0640723,16,layer_24/width_16k/p_anneal,FALSE
47_reasoning_tf,24,143,logreg,0.5927439662542624,0.5874905415630742,0.005253425,128,layer_24/width_16k/p_anneal,FALSE
48_cm_correct,24,143,logreg,0.7414542107591553,0.7269223488189682,0.014531862,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,143,logreg,0.9999677703019956,0.9999273983644955,4.03719E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,143,logreg,0.7999409348376574,0.754599856,0.045341078,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,143,logreg,0.8094325808999345,0.7560956536725572,0.053336927,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,143,logreg,0.8598000527902603,0.8007419053567906,0.059058147,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,143,logreg,0.6010452769582765,0.5696734826258181,0.031371794,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,143,logreg,0.9932736620264948,0.9564532676164136,0.036820394,128,layer_24/width_16k/standard_new,FALSE
57_wikidatais_alive,24,143,logreg,0.9679514668244452,0.9307380397287006,0.037213427,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,143,logreg,0.8583835494982307,0.8187721166898132,0.039611433,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,143,logreg,0.8404580205856123,0.8247528983353151,0.015705122,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,143,logreg,0.9078965703032106,0.901411313,0.006485258,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,143,logreg,0.906184393,0.8869498272146255,0.019234565,128,layer_24/width_16k/standard_new,FALSE
62_wikidata_occupation_ispolitician,24,143,logreg,0.9246734728002376,0.8960837637485137,0.028589709,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,143,logreg,0.8949742447607016,0.8856295518727705,0.009344693,128,layer_24/width_16k/topk_32,FALSE
64_wikidata_occupation_isresearcher,24,143,logreg,0.9504763094568108,0.9138555473616798,0.036620762,16,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,198,logreg,0.9885676107177566,0.9586878731084271,0.029879738,128,layer_24/width_16k/standard,FALSE
6_hist_fig_isamerican,24,198,logreg,0.9689218034152438,0.9604137165070109,0.008508087,128,layer_24/width_16k/standard_new,FALSE
7_hist_fig_ispolitician,24,198,logreg,0.6482062161599333,0.6500526690267945,0.001846453,16,layer_24/width_16k/standard_new,TRUE
21_headline_istrump,24,198,logreg,0.9363743405525476,0.9153500277662084,0.021024313,128,layer_24/width_16k/standard_new,FALSE
22_headline_isobama,24,198,logreg,0.9592000934593528,0.9306215046955787,0.028578589,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,198,logreg,0.9734561890505324,0.9554958071126484,0.017960382,128,layer_24/width_16k/standard,FALSE
24_headline_isiran,24,198,logreg,0.9630506748153808,0.9377981495628555,0.025252525,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,198,logreg,0.707359434,0.6979138900458143,0.009445544,128,layer_24/width_16k/batch_topk_32,FALSE
36_sciq_tf,24,198,logreg,0.8912153790087464,0.8393959114257947,0.051819468,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,198,logreg,0.8259733927700774,0.7468714448236633,0.079101948,128,layer_24/width_16k/topk_32,FALSE
42_temp_sense,24,198,logreg,0.8580684305608122,0.8166903378607744,0.041378093,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,198,logreg,0.7243801193946966,0.6932161946411217,0.031163925,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,198,logreg,0.6121377871527991,0.6248813153086572,0.012743528,128,layer_24/width_16k/p_anneal,TRUE
48_cm_correct,24,198,logreg,0.7413278321532695,0.738809003,0.002518829,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,198,logreg,0.9999803901152298,0.9999326669443288,4.77232E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,198,logreg,0.8322493231986672,0.7497534013605442,0.082495922,128,layer_24/width_16k/jumprelu_32,FALSE
51_just_is,24,198,logreg,0.8041460155490767,0.771519332,0.032626683,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,198,logreg,0.901600846,0.8221975402589554,0.079403306,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,198,logreg,0.6158709044842428,0.6012675274191309,0.014603377,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,198,logreg,0.9970172150492852,0.9702516312647508,0.026765584,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,198,logreg,0.9759594960433152,0.9425852075524088,0.033374288,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,198,logreg,0.8849898032017947,0.8374176608544917,0.047572142,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,198,logreg,0.8806122826489087,0.850641263,0.02997102,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,198,logreg,0.9238216796152424,0.887159946,0.036661734,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,198,logreg,0.9199445061043284,0.8992970773214946,0.020647429,128,layer_24/width_16k/standard_new,FALSE
62_wikidata_occupation_ispolitician,24,198,logreg,0.9246004439511654,0.9060019731162906,0.018598471,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,198,logreg,0.914802072,0.8763238377111853,0.038478234,128,layer_24/width_16k/batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,198,logreg,0.9575069652254669,0.9131552471365183,0.044351718,128,layer_24/width_16k/batch_topk_32,FALSE
5_hist_fig_ismale,24,275,logreg,0.9915257882891764,0.9641209139056799,0.027404874,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,275,logreg,0.9724210814612682,0.9623829817438256,0.0100381,128,layer_24/width_16k/topk_32,FALSE
7_hist_fig_ispolitician,24,275,logreg,0.6497128361059709,0.649853183,0.000140347,16,layer_24/width_16k/standard_new,TRUE
