dataset,layer,frac,method,baseline_test_auc,sae_best_test_auc,sae_best_k,sae_best_sae_id,sae_better
50_deon_isvalid,24,0.45,logreg,0.8665808282777969,0.8514807905277025,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.45,logreg,0.8624980224276287,0.8216660479410536,128,layer_24/width_16k/standard,False
52_virtue_is,24,0.45,logreg,0.9553695257556764,0.8956149867807073,128,layer_24/width_16k/gated,False
54_cs_tf,24,0.45,logreg,0.6753906978128441,0.6586545615741632,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.45,logreg,0.997686436124804,0.9812972561477048,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,0.45,logreg,0.9869723014556498,0.9561221724631075,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.45,logreg,0.9639611075882476,0.9196390826463751,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.45,logreg,0.936161616161616,0.9026262626262627,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,0.45,logreg,0.9652525252525253,0.9264646464646464,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,0.45,logreg,0.8939393939393939,0.9058585858585858,128,layer_24/width_16k/standard_new,True
62_wikidata_occupation_ispolitician,24,0.45,logreg,0.9664646464646464,0.9494949494949494,128,layer_24/width_16k/topk_32,False
63_wikidata_occupation_issinger,24,0.45,logreg,0.915959595959596,0.9115151515151515,128,layer_24/width_16k/gated,False
64_wikidata_occupation_isresearcher,24,0.45,logreg,0.941010101010101,0.9329292929292929,128,layer_24/width_16k/jumprelu_32,False
5_hist_fig_ismale,24,0.5,logreg,0.9932460620121616,0.9760052976928051,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.5,logreg,0.9822071342056332,0.9732308326961937,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,0.5,logreg,0.6647565403088357,0.6977818237648669,16,layer_24/width_16k/matryoshka_batch_topk_32,True
21_headline_istrump,24,0.5,logreg,0.9754423402899152,0.9467020466525747,128,layer_24/width_16k/standard,False
22_headline_isobama,24,0.5,logreg,0.9808,0.9412,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,0.5,logreg,0.9756,0.9548,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,0.5,logreg,0.9916,0.9652,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,0.5,logreg,0.716412146852789,0.7705754727368881,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.5,logreg,0.9380607280605576,0.8971183714867503,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.5,logreg,0.9216,0.8472000000000001,128,layer_24/width_16k/batch_topk_32,False
42_temp_sense,24,0.5,logreg,0.9457762557077626,0.8852739726027398,128,layer_24/width_16k/gated,False
44_phys_tf,24,0.5,logreg,0.7980688855149355,0.7867973306824192,128,layer_24/width_16k/jumprelu_32,False
47_reasoning_tf,24,0.5,logreg,0.7261732104009118,0.6942401326012639,128,layer_24/width_16k/standard_new,False
48_cm_correct,24,0.5,logreg,0.7974345891574094,0.7769587583299861,128,layer_24/width_16k/standard,False
49_cm_isshort,24,0.5,logreg,0.9999984491531602,0.9999627796758419,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.5,logreg,0.8833701142508866,0.8572879720971636,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.5,logreg,0.8650716723867068,0.8307638385940644,128,layer_24/width_16k/standard,False
52_virtue_is,24,0.5,logreg,0.9611695711271252,0.900679967044542,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.5,logreg,0.6905998520492115,0.6506826052365894,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.5,logreg,0.9993889663450728,0.9878041404508933,128,layer_24/width_16k/standard,False
57_wikidatais_alive,24,0.5,logreg,0.9844791248261112,0.9619546253231576,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.5,logreg,0.9688301156281064,0.918118558049495,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.5,logreg,0.9556,0.93,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,0.5,logreg,0.9478,0.9236,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,0.5,logreg,0.9272,0.8839999999999999,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,0.5,logreg,0.9536,0.9359999999999999,128,layer_24/width_16k/matryoshka_batch_topk_32,False
63_wikidata_occupation_issinger,24,0.5,logreg,0.8745999999999999,0.8984,128,layer_24/width_16k/matryoshka_batch_topk_32,True
64_wikidata_occupation_isresearcher,24,0.5,logreg,0.9348,0.9124,128,layer_24/width_16k/gated,False
5_hist_fig_ismale,24,0.55,logreg,0.9928053045211266,0.9800955114626289,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.55,logreg,0.981330141261704,0.9768334565874079,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,0.55,logreg,0.6929344079417405,0.7035752560133365,128,layer_24/width_16k/standard_new,True
21_headline_istrump,24,0.55,logreg,0.9697029994610245,0.9379708201200787,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,0.55,logreg,0.9466666666666668,0.9551515151515151,128,layer_24/width_16k/jumprelu_32,True
23_headline_ischina,24,0.55,logreg,0.9721212121212122,0.9555555555555555,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,0.55,logreg,0.9927272727272728,0.9624242424242424,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,0.55,logreg,0.7555401662049861,0.7781019290307216,128,layer_24/width_16k/gated,True
36_sciq_tf,24,0.55,logreg,0.9357820157681654,0.877326681791404,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.55,logreg,0.8634343434343433,0.8432323232323232,128,layer_24/width_16k/matryoshka_batch_topk_32,False
42_temp_sense,24,0.55,logreg,0.9371153846153846,0.9084615384615384,128,layer_24/width_16k/standard,False
44_phys_tf,24,0.55,logreg,0.7863965104473496,0.7815504318070718,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,0.55,logreg,0.703327922077922,0.680338814411395,128,layer_24/width_16k/p_anneal,False
48_cm_correct,24,0.55,logreg,0.7866942003735226,0.7613200511399958,128,layer_24/width_16k/standard_new,False
49_cm_isshort,24,0.55,logreg,0.9999952996327448,0.9999968664218297,128,layer_24/width_16k/jumprelu_32,True
50_deon_isvalid,24,0.55,logreg,0.8917380077963425,0.8668871661172461,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.55,logreg,0.8694073463606624,0.8300550883042328,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.55,logreg,0.9650218624334908,0.9162642457021442,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.55,logreg,0.6888529223750015,0.636686679785914,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.55,logreg,0.9990035221418632,0.9842020656547299,128,layer_24/width_16k/standard,False
57_wikidatais_alive,24,0.55,logreg,0.9867590654416466,0.9583939158446246,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.55,logreg,0.9576679005817028,0.9185748281332629,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.55,logreg,0.9587878787878787,0.9381818181818181,128,layer_24/width_16k/matryoshka_batch_topk_32,False
60_wikidata_occupation_isathlete,24,0.55,logreg,0.9773737373737372,0.9701010101010101,128,layer_24/width_16k/jumprelu_32,False
61_wikidata_occupation_isactor,24,0.55,logreg,0.926060606060606,0.9163636363636364,128,layer_24/width_16k/batch_topk_32,False
62_wikidata_occupation_ispolitician,24,0.55,logreg,0.9951515151515152,0.9705050505050504,128,layer_24/width_16k/matryoshka_batch_topk_32,False
63_wikidata_occupation_issinger,24,0.55,logreg,0.9543434343434344,0.9462626262626262,128,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,0.55,logreg,0.9664646464646464,0.9656565656565657,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,0.6,logreg,0.9922861648634324,0.9740098369979705,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.6,logreg,0.9612950970127068,0.96454608911467,128,layer_24/width_16k/batch_topk_32,True
7_hist_fig_ispolitician,24,0.6,logreg,0.6750607541267565,0.7038236320626672,128,layer_24/width_16k/jumprelu_32,True
21_headline_istrump,24,0.6,logreg,0.9758906296454284,0.9391101459391683,128,layer_24/width_16k/standard,False
22_headline_isobama,24,0.6,logreg,0.98625,0.9633333333333334,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,0.6,logreg,0.9758333333333332,0.97125,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,0.6,logreg,0.98,0.9708333333333332,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,0.6,logreg,0.7190598298884451,0.7571014464652732,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.6,logreg,0.9367526919248716,0.890144905055519,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,0.6,logreg,0.8645833333333334,0.8191666666666666,128,layer_24/width_16k/batch_topk_32,False
42_temp_sense,24,0.6,logreg,0.9544193420531114,0.8654379706698375,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,0.6,logreg,0.754900725171598,0.7911479944674966,128,layer_24/width_16k/standard_new,True
47_reasoning_tf,24,0.6,logreg,0.6803411421785599,0.6985048040591602,128,layer_24/width_16k/standard_new,True
48_cm_correct,24,0.6,logreg,0.7812980700869947,0.7745456366903218,128,layer_24/width_16k/p_anneal,False
49_cm_isshort,24,0.6,logreg,1.0,0.9999870735900519,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.6,logreg,0.8751268403976163,0.8325836015563399,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.6,logreg,0.8764041312806194,0.8249957989167668,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.6,logreg,0.9283690718138774,0.8930127919487887,128,layer_24/width_16k/gated,False
54_cs_tf,24,0.6,logreg,0.6928571890228927,0.6276079032070423,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.6,logreg,0.999575044272954,0.9879752071457194,128,layer_24/width_16k/standard,False
57_wikidatais_alive,24,0.6,logreg,0.988741096935148,0.9683577642481354,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.6,logreg,0.9727007577822604,0.9147903832524669,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.6,logreg,0.885,0.8645833333333334,16,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,0.6,logreg,0.97375,0.9604166666666667,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,0.6,logreg,0.8908333333333334,0.8858333333333334,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,0.6,logreg,0.9833333333333332,0.9729166666666667,128,layer_24/width_16k/jumprelu_32,False
63_wikidata_occupation_issinger,24,0.6,logreg,0.9483333333333333,0.9391666666666666,128,layer_24/width_16k/matryoshka_batch_topk_32,False
64_wikidata_occupation_isresearcher,24,0.6,logreg,0.98125,0.9433333333333334,128,layer_24/width_16k/gated,False
5_hist_fig_ismale,24,0.65,logreg,0.9899842857337642,0.973382896333565,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.65,logreg,0.9802293396599444,0.971727955713721,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,0.65,logreg,0.654371361175877,0.7002614499393245,128,layer_24/width_16k/p_anneal,True
21_headline_istrump,24,0.65,logreg,0.9798049522095416,0.9544047667743827,128,layer_24/width_16k/standard_new,False
22_headline_isobama,24,0.65,logreg,0.9872527472527473,0.9846153846153847,128,layer_24/width_16k/jumprelu_32,False
23_headline_ischina,24,0.65,logreg,0.9978021978021978,0.9701098901098901,128,layer_24/width_16k/standard,False
24_headline_isiran,24,0.65,logreg,0.9973626373626372,0.9916483516483516,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,0.65,logreg,0.7458123696159038,0.7703245797030311,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.65,logreg,0.9328641210237112,0.8783661253596216,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,0.65,logreg,0.8494505494505495,0.7894505494505495,128,layer_24/width_16k/jumprelu_32,False
42_temp_sense,24,0.65,logreg,0.9665263157894738,0.8776842105263158,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,0.65,logreg,0.7851696186307795,0.7623140535307672,128,layer_24/width_16k/jumprelu_32,False
47_reasoning_tf,24,0.65,logreg,0.6655166514598541,0.6918339416058394,128,layer_24/width_16k/standard_new,True
48_cm_correct,24,0.65,logreg,0.7924677192838929,0.7525207591933571,128,layer_24/width_16k/standard,False
49_cm_isshort,24,0.65,logreg,1.0,0.9999914781636464,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.65,logreg,0.8883690568713271,0.8465353622121323,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.65,logreg,0.8764453034455489,0.8178116605991193,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.65,logreg,0.9638527269599128,0.9089445814455851,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.65,logreg,0.6789687896265391,0.6352210905223544,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.65,logreg,0.9978678365443612,0.9833091313180894,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,0.65,logreg,0.9905032655676907,0.9648985560600483,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.65,logreg,0.9620322394933792,0.9059729418537709,128,layer_24/width_16k/standard,False
59_wikidata_occupation_isjournalist,24,0.65,logreg,0.911868131868132,0.9393406593406592,128,layer_24/width_16k/topk_32,True
60_wikidata_occupation_isathlete,24,0.65,logreg,0.9553846153846154,0.9331868131868132,16,layer_24/width_16k/gated,False
61_wikidata_occupation_isactor,24,0.65,logreg,0.9072527472527474,0.9415384615384617,128,layer_24/width_16k/standard_new,True
62_wikidata_occupation_ispolitician,24,0.65,logreg,0.9898901098901098,0.9393406593406594,128,layer_24/width_16k/gated,False
63_wikidata_occupation_issinger,24,0.65,logreg,0.9709890109890112,0.9595604395604396,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,0.65,logreg,0.9571428571428572,0.949010989010989,128,layer_24/width_16k/gated,False
5_hist_fig_ismale,24,0.7,logreg,0.9928371448371448,0.9777260337260337,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.7,logreg,0.9766098406098408,0.971993531993532,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,0.7,logreg,0.6781667821667822,0.7085035805035804,128,layer_24/width_16k/p_anneal,True
21_headline_istrump,24,0.7,logreg,0.969079233079233,0.9383728343728344,128,layer_24/width_16k/standard,False
22_headline_isobama,24,0.7,logreg,0.9833333333333334,0.9771428571428572,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,0.7,logreg,0.9707142857142858,0.9447619047619048,128,layer_24/width_16k/p_anneal,False
24_headline_isiran,24,0.7,logreg,0.9464285714285714,0.9528571428571428,128,layer_24/width_16k/p_anneal,True
26_headline_isfrontpage,24,0.7,logreg,0.7339635019635019,0.7532418572418573,16,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.7,logreg,0.935998151998152,0.8741215061215062,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.7,logreg,0.7776190476190475,0.8009523809523809,128,layer_24/width_16k/jumprelu_32,True
42_temp_sense,24,0.7,logreg,0.9108527131782946,0.8554491564067488,128,layer_24/width_16k/jumprelu_32,False
44_phys_tf,24,0.7,logreg,0.7880988680988681,0.7667230307230307,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,0.7,logreg,0.6897373962591353,0.6815000619348446,128,layer_24/width_16k/standard,False
48_cm_correct,24,0.7,logreg,0.7666435666435666,0.7654368214368215,128,layer_24/width_16k/p_anneal,False
49_cm_isshort,24,0.7,logreg,1.0,0.999996303996304,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.7,logreg,0.8823229383229384,0.8493841533841534,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.7,logreg,0.8646966966966968,0.8348958188958188,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.7,logreg,0.9575919372529542,0.9125514786531737,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.7,logreg,0.6482790482790483,0.6443446523446523,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.7,logreg,0.9995805035805037,0.9870917070917071,128,layer_24/width_16k/standard,False
57_wikidatais_alive,24,0.7,logreg,0.9881986601986602,0.9635426195426194,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.7,logreg,0.9670103092783504,0.9161668228678538,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.7,logreg,0.951904761904762,0.9285714285714286,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,0.7,logreg,0.91,0.9285714285714285,128,layer_24/width_16k/standard_new,True
61_wikidata_occupation_isactor,24,0.7,logreg,0.9795238095238096,0.9833333333333333,128,layer_24/width_16k/topk_32,True
62_wikidata_occupation_ispolitician,24,0.7,logreg,0.9704761904761904,0.9538095238095238,128,layer_24/width_16k/gated,False
63_wikidata_occupation_issinger,24,0.7,logreg,0.9371428571428572,0.9228571428571428,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,0.7,logreg,0.9447619047619048,0.9276190476190476,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,0.75,logreg,0.9897331360395693,0.9705673575397605,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.75,logreg,0.9425295681956934,0.9641953208265643,128,layer_24/width_16k/batch_topk_32,True
7_hist_fig_ispolitician,24,0.75,logreg,0.6652455996937119,0.6957419728686582,128,layer_24/width_16k/standard,True
21_headline_istrump,24,0.75,logreg,0.9682919257871918,0.9310396208648503,128,layer_24/width_16k/jumprelu_32,False
22_headline_isobama,24,0.75,logreg,0.9562666666666666,0.9562666666666666,128,layer_24/width_16k/jumprelu_32,False
23_headline_ischina,24,0.75,logreg,0.9877333333333332,0.9754666666666667,128,layer_24/width_16k/standard,False
24_headline_isiran,24,0.75,logreg,0.9829333333333332,0.9632,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,0.75,logreg,0.7258885980070571,0.7643670905723243,128,layer_24/width_16k/gated,True
36_sciq_tf,24,0.75,logreg,0.92180337537898,0.8650634823729059,128,layer_24/width_16k/jumprelu_32,False
41_truthqa_tf,24,0.75,logreg,0.8634666666666667,0.8448,128,layer_24/width_16k/standard,False
42_temp_sense,24,0.75,logreg,0.9049439347604484,0.8593272171253823,128,layer_24/width_16k/standard,False
44_phys_tf,24,0.75,logreg,0.7991225256361172,0.774224190560942,128,layer_24/width_16k/standard,False
47_reasoning_tf,24,0.75,logreg,0.6586302317537184,0.6863714977516431,128,layer_24/width_16k/standard_new,True
48_cm_correct,24,0.75,logreg,0.7945613145559338,0.7605509048954378,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,0.75,logreg,1.0,0.9999958609699817,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.75,logreg,0.876685878664335,0.8361026893347545,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.75,logreg,0.8796452851274305,0.8439813329746175,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.75,logreg,0.9578682686377528,0.90329513890499,128,layer_24/width_16k/gated,False
54_cs_tf,24,0.75,logreg,0.6731511470286938,0.6790844465599486,128,layer_24/width_16k/standard_new,True
56_wikidatasex_or_gender,24,0.75,logreg,0.9936734926170052,0.9717242164298797,128,layer_24/width_16k/standard_new,False
57_wikidatais_alive,24,0.75,logreg,0.9722985068449208,0.9420225370184498,128,layer_24/width_16k/standard,False
58_wikidatapolitical_party,24,0.75,logreg,0.9184302427099704,0.8741924218613585,128,layer_24/width_16k/p_anneal,False
59_wikidata_occupation_isjournalist,24,0.75,logreg,0.9029333333333333,0.8821333333333333,16,layer_24/width_16k/batch_topk_32,False
60_wikidata_occupation_isathlete,24,0.75,logreg,0.9898666666666668,0.9685333333333334,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,0.75,logreg,0.9637333333333332,0.9461333333333334,128,layer_24/width_16k/gated,False
62_wikidata_occupation_ispolitician,24,0.75,logreg,0.9488,0.9605333333333334,16,layer_24/width_16k/p_anneal,True
63_wikidata_occupation_issinger,24,0.75,logreg,0.9162666666666668,0.8869333333333334,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,0.75,logreg,0.9018666666666666,0.912,128,layer_24/width_16k/batch_topk_32,True
5_hist_fig_ismale,24,0.8,logreg,0.9824672412330144,0.9756791156042037,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.8,logreg,0.9806756609331247,0.9718510976156708,128,layer_24/width_16k/batch_topk_32,False
7_hist_fig_ispolitician,24,0.8,logreg,0.7034280034425494,0.7176079130150188,128,layer_24/width_16k/p_anneal,True
21_headline_istrump,24,0.8,logreg,0.9146768973417214,0.9191800913972629,128,layer_24/width_16k/standard,True
22_headline_isobama,24,0.8,logreg,0.9725,0.9606250000000001,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,0.8,logreg,0.980625,0.96875,128,layer_24/width_16k/jumprelu_32,False
24_headline_isiran,24,0.8,logreg,0.99125,0.9875,128,layer_24/width_16k/jumprelu_32,False
26_headline_isfrontpage,24,0.8,logreg,0.7263476247621126,0.753574069360098,128,layer_24/width_16k/jumprelu_32,True
36_sciq_tf,24,0.8,logreg,0.9396875037880168,0.8698110234311551,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.8,logreg,0.71,0.7825,128,layer_24/width_16k/batch_topk_32,True
42_temp_sense,24,0.8,logreg,0.8935790725326991,0.8136147443519618,128,layer_24/width_16k/matryoshka_batch_topk_32,False
44_phys_tf,24,0.8,logreg,0.7685273403881353,0.762801071554117,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,0.8,logreg,0.5576516076516077,0.6536426536426536,128,layer_24/width_16k/jumprelu_32,True
48_cm_correct,24,0.8,logreg,0.7694219183727893,0.7470089821448053,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,0.8,logreg,0.9999951513388364,0.9999975756694183,128,layer_24/width_16k/jumprelu_32,True
50_deon_isvalid,24,0.8,logreg,0.8866504236517692,0.8255427470089821,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.8,logreg,0.8669684958240906,0.8252057650581233,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.8,logreg,0.9587649044970395,0.9050760924527378,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.8,logreg,0.6342557911196771,0.6195376801580663,128,layer_24/width_16k/topk_32,False
56_wikidatasex_or_gender,24,0.8,logreg,0.9990060244614956,0.9742778525279707,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,0.8,logreg,0.9501630362316206,0.9575911851340049,128,layer_24/width_16k/standard_new,True
58_wikidatapolitical_party,24,0.8,logreg,0.956289759901498,0.8979683972911964,128,layer_24/width_16k/p_anneal,False
59_wikidata_occupation_isjournalist,24,0.8,logreg,0.89375,0.834375,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,0.8,logreg,0.98375,0.965,128,layer_24/width_16k/p_anneal,False
61_wikidata_occupation_isactor,24,0.8,logreg,0.953125,0.934375,128,layer_24/width_16k/standard,False
62_wikidata_occupation_ispolitician,24,0.8,logreg,0.99875,0.986875,128,layer_24/width_16k/p_anneal,False
63_wikidata_occupation_issinger,24,0.8,logreg,0.9440625,0.9475,128,layer_24/width_16k/batch_topk_32,True
64_wikidata_occupation_isresearcher,24,0.8,logreg,0.98375,0.970625,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,0.85,logreg,0.9891013909224012,0.9600445339189849,128,layer_24/width_16k/p_anneal,False
6_hist_fig_isamerican,24,0.85,logreg,0.9695918740849196,0.9610236700829673,128,layer_24/width_16k/batch_topk_32,False
7_hist_fig_ispolitician,24,0.85,logreg,0.6459339921913129,0.7020284285017081,16,layer_24/width_16k/standard_new,True
21_headline_istrump,24,0.85,logreg,0.9529358833577356,0.9343826256710591,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,0.85,logreg,0.9937254901960784,0.9678431372549019,128,layer_24/width_16k/topk_32,False
23_headline_ischina,24,0.85,logreg,0.992156862745098,0.9803921568627452,128,layer_24/width_16k/gated,False
24_headline_isiran,24,0.85,logreg,0.9827450980392158,0.9803921568627452,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,0.85,logreg,0.6491215226939971,0.7623139336261591,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.85,logreg,0.9027635431918009,0.8310761346998536,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.85,logreg,0.8407843137254902,0.8360784313725491,128,layer_24/width_16k/topk_32,False
42_temp_sense,24,0.85,logreg,0.8805683563748079,0.8502304147465438,128,layer_24/width_16k/p_anneal,False
44_phys_tf,24,0.85,logreg,0.7624572962420694,0.7606911908247926,128,layer_24/width_16k/p_anneal,False
47_reasoning_tf,24,0.85,logreg,0.5313432835820895,0.6208955223880597,128,layer_24/width_16k/batch_topk_32,True
48_cm_correct,24,0.85,logreg,0.7547584187408491,0.7254392386530015,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,0.85,logreg,1.0,0.9999969497315764,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.85,logreg,0.8615864446071254,0.8382869692532944,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.85,logreg,0.8621156661786237,0.7953483406539775,128,layer_24/width_16k/p_anneal,False
52_virtue_is,24,0.85,logreg,0.9468087286138714,0.8883686780726018,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.85,logreg,0.6626342118106394,0.644540019521718,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.85,logreg,0.9970153123474866,0.9829612005856515,128,layer_24/width_16k/standard_new,False
57_wikidatais_alive,24,0.85,logreg,0.9870241581259152,0.945802830649097,128,layer_24/width_16k/standard,False
58_wikidatapolitical_party,24,0.85,logreg,0.9474910672673608,0.8785925120397701,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.85,logreg,0.8698039215686274,0.8474509803921568,16,layer_24/width_16k/batch_topk_32,False
60_wikidata_occupation_isathlete,24,0.85,logreg,0.8862745098039216,0.8776470588235294,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,0.85,logreg,0.9654901960784316,0.9380392156862746,128,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,0.85,logreg,0.996078431372549,0.9937254901960785,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,0.85,logreg,0.8964705882352941,0.9278431372549021,128,layer_24/width_16k/topk_32,True
64_wikidata_occupation_isresearcher,24,0.85,logreg,0.9474509803921568,0.9450980392156862,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,0.9,logreg,0.9806362378976488,0.9706172199170124,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,0.9,logreg,0.9414851313969572,0.9803812240663901,128,layer_24/width_16k/topk_32,True
7_hist_fig_ispolitician,24,0.9,logreg,0.6726400414937759,0.6936419432918396,16,layer_24/width_16k/standard_new,True
