dataset,layer,num_train,method,baseline_test_auc,sae_best_test_auc,sae_best_k,sae_best_sae_id,sae_better
54_cs_tf,24,28,logreg,0.5270588939914629,0.5253938757241762,16,layer_24/width_16k/p_anneal,False
56_wikidatasex_or_gender,24,28,logreg,0.8787528064606465,0.8587191694009592,16,layer_24/width_16k/topk_32,False
57_wikidatais_alive,24,28,logreg,0.9194047632536976,0.8737423737922305,128,layer_24/width_16k/jumprelu_32,False
58_wikidatapolitical_party,24,28,logreg,0.597825269292295,0.6626199183399721,128,layer_24/width_16k/standard,True
59_wikidata_occupation_isjournalist,24,28,logreg,0.7631861286436507,0.7702546308213466,128,layer_24/width_16k/standard_new,True
60_wikidata_occupation_isathlete,24,28,logreg,0.8187276696080148,0.8196044109924734,128,layer_24/width_16k/gated,True
61_wikidata_occupation_isactor,24,28,logreg,0.8742455287733857,0.8927204209182359,128,layer_24/width_16k/topk_32,True
62_wikidata_occupation_ispolitician,24,28,logreg,0.8666663234521885,0.8343540531913799,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,28,logreg,0.866503639789541,0.8394265915713389,16,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,28,logreg,0.9249477037942908,0.8605681245239705,16,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,38,logreg,0.9525804176255672,0.9302564002548399,16,layer_24/width_16k/topk_32,False
6_hist_fig_isamerican,24,38,logreg,0.9589751465980156,0.9482052307212232,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,38,logreg,0.6141910779992459,0.6310256335244634,16,layer_24/width_16k/standard,True
21_headline_istrump,24,38,logreg,0.9012253611316976,0.8981777639089337,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,38,logreg,0.825857616664015,0.893354771200235,128,layer_24/width_16k/jumprelu_32,True
23_headline_ischina,24,38,logreg,0.9064422925809064,0.8806767489935807,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,38,logreg,0.9041345202769534,0.8956017144741181,128,layer_24/width_16k/standard_new,False
26_headline_isfrontpage,24,38,logreg,0.6333125300672205,0.6403227431706778,128,layer_24/width_16k/p_anneal,True
36_sciq_tf,24,38,logreg,0.8151494909700824,0.7548944559295809,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,38,logreg,0.705065160356124,0.6983412424194635,128,layer_24/width_16k/matryoshka_batch_topk_32,False
42_temp_sense,24,38,logreg,0.7084627784536293,0.7131554782515441,128,layer_24/width_16k/standard,True
44_phys_tf,24,38,logreg,0.6564982577264631,0.6537195589707585,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,38,logreg,0.5069054434442057,0.5536004061392297,16,layer_24/width_16k/p_anneal,True
48_cm_correct,24,38,logreg,0.663750796375031,0.6930754378437416,16,layer_24/width_16k/topk_32,True
49_cm_isshort,24,38,logreg,0.9999367775740792,0.9997721392258583,128,layer_24/width_16k/gated,False
50_deon_isvalid,24,38,logreg,0.7011599446113039,0.713155140357036,128,layer_24/width_16k/standard_new,True
51_just_is,24,38,logreg,0.7346538531549454,0.7269675339028228,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,38,logreg,0.7789828907608715,0.7460464727224567,128,layer_24/width_16k/p_anneal,False
54_cs_tf,24,38,logreg,0.5312201765677211,0.5435805671490423,128,layer_24/width_16k/standard,True
56_wikidatasex_or_gender,24,38,logreg,0.868530671815475,0.920161127797064,128,layer_24/width_16k/topk_32,True
57_wikidatais_alive,24,38,logreg,0.9258199412307732,0.882457483324882,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,38,logreg,0.6941730386700002,0.6698213405843385,128,layer_24/width_16k/standard,False
59_wikidata_occupation_isjournalist,24,38,logreg,0.8127296178410203,0.7855561796584076,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,38,logreg,0.8463073914581123,0.8453005055233103,128,layer_24/width_16k/gated,False
61_wikidata_occupation_isactor,24,38,logreg,0.8860081341405064,0.8815151136907363,16,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,38,logreg,0.8726247685618591,0.8264661216168424,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,38,logreg,0.8823680542553413,0.8572884811416921,128,layer_24/width_16k/standard,False
64_wikidata_occupation_isresearcher,24,38,logreg,0.9403572667360388,0.8999815730142213,128,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,53,logreg,0.9735513133430208,0.9544983108309737,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,53,logreg,0.9588357332380164,0.9556079087219201,128,layer_24/width_16k/p_anneal,False
7_hist_fig_ispolitician,24,53,logreg,0.6209099520269782,0.6245693685904002,128,layer_24/width_16k/topk_32,True
21_headline_istrump,24,53,logreg,0.8942801422365183,0.9030373975040424,128,layer_24/width_16k/standard_new,True
22_headline_isobama,24,53,logreg,0.9192691407899928,0.9182731947113549,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,53,logreg,0.925276916042694,0.9127044606467029,128,layer_24/width_16k/p_anneal,False
24_headline_isiran,24,53,logreg,0.9292497679196382,0.9093976250255681,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,53,logreg,0.6776240412222321,0.6685605264719872,16,layer_24/width_16k/batch_topk_32,False
36_sciq_tf,24,53,logreg,0.8228070602866805,0.791045352074953,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,53,logreg,0.759786795664248,0.7234241094090597,128,layer_24/width_16k/jumprelu_32,False
42_temp_sense,24,53,logreg,0.7915929410265667,0.7463823822973519,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,53,logreg,0.655074644412792,0.6297492907223325,16,layer_24/width_16k/topk_32,False
47_reasoning_tf,24,53,logreg,0.5277555083233001,0.5534500335522202,16,layer_24/width_16k/gated,True
48_cm_correct,24,53,logreg,0.7271717729807845,0.7097726207292703,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,53,logreg,0.9999700771567872,0.9999102314703611,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,53,logreg,0.7131597884732956,0.6898291274842296,128,layer_24/width_16k/batch_topk_32,False
51_just_is,24,53,logreg,0.7344489920988977,0.7097940409066523,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,53,logreg,0.7990128616280734,0.7796360711991,128,layer_24/width_16k/jumprelu_32,False
54_cs_tf,24,53,logreg,0.5474346557867427,0.5662033095318645,16,layer_24/width_16k/standard,True
56_wikidatasex_or_gender,24,53,logreg,0.9654137716043336,0.9314443135070241,128,layer_24/width_16k/topk_32,False
57_wikidatais_alive,24,53,logreg,0.942818754722454,0.8889741517323609,128,layer_24/width_16k/standard,False
58_wikidatapolitical_party,24,53,logreg,0.6956352613621333,0.6904304638966433,128,layer_24/width_16k/standard,False
59_wikidata_occupation_isjournalist,24,53,logreg,0.8152037172200282,0.7841726618705036,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,53,logreg,0.8819683351835637,0.838219807357755,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,53,logreg,0.889106597558541,0.88103248131197,16,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,53,logreg,0.8956290554107881,0.8424850194723095,128,layer_24/width_16k/matryoshka_batch_topk_32,False
63_wikidata_occupation_issinger,24,53,logreg,0.8809585425185031,0.8537469539857763,128,layer_24/width_16k/standard_new,False
64_wikidata_occupation_isresearcher,24,53,logreg,0.9400875789603492,0.9118837183952152,128,layer_24/width_16k/standard_new,False
5_hist_fig_ismale,24,74,logreg,0.9716108725959802,0.9622980633274988,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,74,logreg,0.9650705337450812,0.9553286281152774,128,layer_24/width_16k/jumprelu_32,False
7_hist_fig_ispolitician,24,74,logreg,0.6438010417707662,0.6450010933546794,16,layer_24/width_16k/matryoshka_batch_topk_32,True
21_headline_istrump,24,74,logreg,0.9282319020116736,0.9097664112867185,128,layer_24/width_16k/standard_new,False
22_headline_isobama,24,74,logreg,0.9341916177247196,0.9243354830450158,128,layer_24/width_16k/standard,False
23_headline_ischina,24,74,logreg,0.9275037369207773,0.9139262580966617,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,74,logreg,0.935330586182574,0.9158638675427849,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,74,logreg,0.6640805447841704,0.6488845638438326,128,layer_24/width_16k/gated,False
36_sciq_tf,24,74,logreg,0.8451455217148814,0.7976286241904146,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,74,logreg,0.7715461307168856,0.7441050799177085,128,layer_24/width_16k/standard_new,False
42_temp_sense,24,74,logreg,0.7649170672556407,0.7520791650426573,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,74,logreg,0.6707442364706839,0.6402134201948382,128,layer_24/width_16k/jumprelu_32,False
47_reasoning_tf,24,74,logreg,0.5676239220686964,0.5457159327126312,128,layer_24/width_16k/p_anneal,False
48_cm_correct,24,74,logreg,0.7462237211460732,0.7051144922101364,128,layer_24/width_16k/batch_topk_32,False
49_cm_isshort,24,74,logreg,0.9999744389177536,0.9998431703921532,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,74,logreg,0.7514738849843648,0.7388246123868015,128,layer_24/width_16k/jumprelu_32,False
51_just_is,24,74,logreg,0.751958885906213,0.7544282513614162,128,layer_24/width_16k/standard_new,True
52_virtue_is,24,74,logreg,0.7946199437913024,0.7758164254934006,128,layer_24/width_16k/jumprelu_32,False
54_cs_tf,24,74,logreg,0.5590297738784209,0.5750023169884229,128,layer_24/width_16k/standard_new,True
56_wikidatasex_or_gender,24,74,logreg,0.9807929080694852,0.9333865828395098,128,layer_24/width_16k/topk_32,False
57_wikidatais_alive,24,74,logreg,0.9382929088940364,0.9174057117640017,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,74,logreg,0.7792357401400529,0.735444194368523,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,74,logreg,0.8483656193936568,0.8094204916634823,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,74,logreg,0.8752480014162258,0.846145210631192,128,layer_24/width_16k/gated,False
61_wikidata_occupation_isactor,24,74,logreg,0.8898226047758757,0.8804266164079247,16,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,74,logreg,0.9105273497796862,0.8889061599341974,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,74,logreg,0.8779185367970416,0.8724360593519471,128,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,74,logreg,0.946911312092905,0.9294297235412122,16,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,103,logreg,0.974315100495536,0.95815061114315,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,103,logreg,0.9644147283096246,0.9512946075761459,128,layer_24/width_16k/standard_new,False
7_hist_fig_ispolitician,24,103,logreg,0.6483964500833013,0.6311829351157674,128,layer_24/width_16k/standard_new,False
21_headline_istrump,24,103,logreg,0.9359948363877142,0.9189572853923705,128,layer_24/width_16k/standard_new,False
22_headline_isobama,24,103,logreg,0.939486130300776,0.9330395100435753,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,103,logreg,0.9269010790127534,0.9018552154450034,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,103,logreg,0.9468536796032648,0.9212231053658253,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,103,logreg,0.6711645527628263,0.6645782104372251,16,layer_24/width_16k/batch_topk_32,False
36_sciq_tf,24,103,logreg,0.8600493199730872,0.8266677279571959,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,103,logreg,0.7867665396754414,0.745478625054824,128,layer_24/width_16k/standard_new,False
42_temp_sense,24,103,logreg,0.8329774830900676,0.7495416518333926,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,103,logreg,0.7183963199250288,0.6708479177346319,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,103,logreg,0.5917150110501448,0.5578057722717573,128,layer_24/width_16k/standard,False
48_cm_correct,24,103,logreg,0.7496474880120894,0.7270769589153745,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,103,logreg,0.999969295997266,0.9999484372997565,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,103,logreg,0.7793370071340082,0.7318450902964673,128,layer_24/width_16k/standard_new,False
51_just_is,24,103,logreg,0.7905529790892392,0.7459138645926779,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,103,logreg,0.8307926062127571,0.7855443160345638,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,103,logreg,0.5837662764588406,0.5788393686723055,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,103,logreg,0.988166944337648,0.9477693208274595,128,layer_24/width_16k/standard_new,False
57_wikidatais_alive,24,103,logreg,0.9596238192308514,0.9400596124887863,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,103,logreg,0.8245408030890389,0.7684575409786025,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,103,logreg,0.865993697591198,0.8288057024337268,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,103,logreg,0.9064519574854456,0.8602954921753994,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,103,logreg,0.9046838558635546,0.8855140290907796,128,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,103,logreg,0.92417303138742,0.8990824565151597,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,103,logreg,0.8962010851181257,0.871764229379195,128,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,103,logreg,0.952749934973246,0.9263339774078478,16,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,143,logreg,0.9741477110807736,0.9552929984882574,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,143,logreg,0.963606733903471,0.951724662029209,128,layer_24/width_16k/batch_topk_32,False
7_hist_fig_ispolitician,24,143,logreg,0.6492490310735001,0.6446863236160228,16,layer_24/width_16k/topk_32,False
21_headline_istrump,24,143,logreg,0.9228821356551382,0.918780312879123,128,layer_24/width_16k/standard_new,False
22_headline_isobama,24,143,logreg,0.9534657484392934,0.9343295960359452,128,layer_24/width_16k/p_anneal,False
23_headline_ischina,24,143,logreg,0.956361163266612,0.9310462673378274,128,layer_24/width_16k/p_anneal,False
24_headline_isiran,24,143,logreg,0.9509672149791668,0.931100795070357,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,143,logreg,0.6995114995562479,0.6817924597434109,128,layer_24/width_16k/gated,False
36_sciq_tf,24,143,logreg,0.8873452465605823,0.8457483260912637,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,143,logreg,0.7929562019002144,0.7657922574509175,128,layer_24/width_16k/jumprelu_32,False
42_temp_sense,24,143,logreg,0.8478753698224852,0.7967353920118343,128,layer_24/width_16k/jumprelu_32,False
44_phys_tf,24,143,logreg,0.7274417558468065,0.6633694554741633,16,layer_24/width_16k/p_anneal,False
47_reasoning_tf,24,143,logreg,0.5927439662542624,0.5874905415630742,128,layer_24/width_16k/p_anneal,False
48_cm_correct,24,143,logreg,0.7414542107591553,0.7269223488189682,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,143,logreg,0.9999677703019956,0.9999273983644955,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,143,logreg,0.7999409348376574,0.754599856425177,128,layer_24/width_16k/standard_new,False
51_just_is,24,143,logreg,0.8094325808999345,0.7560956536725572,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,143,logreg,0.8598000527902603,0.8007419053567906,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,143,logreg,0.6010452769582765,0.5696734826258181,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,143,logreg,0.9932736620264948,0.9564532676164136,128,layer_24/width_16k/standard_new,False
57_wikidatais_alive,24,143,logreg,0.9679514668244452,0.9307380397287006,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,143,logreg,0.8583835494982307,0.8187721166898132,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,143,logreg,0.8404580205856123,0.8247528983353151,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,143,logreg,0.9078965703032106,0.901411312797265,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,143,logreg,0.906184392650119,0.8869498272146255,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,143,logreg,0.9246734728002376,0.8960837637485137,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,143,logreg,0.8949742447607016,0.8856295518727705,128,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,143,logreg,0.9504763094568108,0.9138555473616798,16,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,198,logreg,0.9885676107177566,0.9586878731084271,128,layer_24/width_16k/standard,False
6_hist_fig_isamerican,24,198,logreg,0.9689218034152438,0.9604137165070109,128,layer_24/width_16k/standard_new,False
7_hist_fig_ispolitician,24,198,logreg,0.6482062161599333,0.6500526690267945,16,layer_24/width_16k/standard_new,True
21_headline_istrump,24,198,logreg,0.9363743405525476,0.9153500277662084,128,layer_24/width_16k/standard_new,False
22_headline_isobama,24,198,logreg,0.9592000934593528,0.9306215046955787,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,198,logreg,0.9734561890505324,0.9554958071126484,128,layer_24/width_16k/standard,False
24_headline_isiran,24,198,logreg,0.9630506748153808,0.9377981495628555,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,198,logreg,0.707359433569346,0.6979138900458143,128,layer_24/width_16k/batch_topk_32,False
36_sciq_tf,24,198,logreg,0.8912153790087464,0.8393959114257947,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,198,logreg,0.8259733927700774,0.7468714448236633,128,layer_24/width_16k/topk_32,False
42_temp_sense,24,198,logreg,0.8580684305608122,0.8166903378607744,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,198,logreg,0.7243801193946966,0.6932161946411217,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,198,logreg,0.6121377871527991,0.6248813153086572,128,layer_24/width_16k/p_anneal,True
48_cm_correct,24,198,logreg,0.7413278321532695,0.738809003193114,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,198,logreg,0.9999803901152298,0.9999326669443288,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,198,logreg,0.8322493231986672,0.7497534013605442,128,layer_24/width_16k/jumprelu_32,False
51_just_is,24,198,logreg,0.8041460155490767,0.771519332222685,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,198,logreg,0.901600846025582,0.8221975402589554,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,198,logreg,0.6158709044842428,0.6012675274191309,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,198,logreg,0.9970172150492852,0.9702516312647508,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,198,logreg,0.9759594960433152,0.9425852075524088,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,198,logreg,0.8849898032017947,0.8374176608544917,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,198,logreg,0.8806122826489087,0.850641262794426,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,198,logreg,0.9238216796152424,0.887159945739302,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,198,logreg,0.9199445061043284,0.8992970773214946,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,198,logreg,0.9246004439511654,0.9060019731162906,128,layer_24/width_16k/standard_new,False
63_wikidata_occupation_issinger,24,198,logreg,0.914802071772105,0.8763238377111853,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,198,logreg,0.9575069652254669,0.9131552471365183,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,275,logreg,0.9915257882891764,0.9641209139056799,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,275,logreg,0.9724210814612682,0.9623829817438256,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,275,logreg,0.6497128361059709,0.649853182731665,16,layer_24/width_16k/standard_new,True
21_headline_istrump,24,275,logreg,0.9490206565856084,0.9213657393632315,128,layer_24/width_16k/jumprelu_32,False
22_headline_isobama,24,275,logreg,0.9594433942449064,0.9407246376811594,128,layer_24/width_16k/standard,False
23_headline_ischina,24,275,logreg,0.9817239136237156,0.9622059803637955,128,layer_24/width_16k/standard,False
24_headline_isiran,24,275,logreg,0.9683634387454064,0.9426174887428187,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,275,logreg,0.7153743544592944,0.7367710310225193,128,layer_24/width_16k/jumprelu_32,True
36_sciq_tf,24,275,logreg,0.8938150514675991,0.8520712509168237,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,275,logreg,0.8917031910803538,0.8257285659361784,128,layer_24/width_16k/jumprelu_32,False
42_temp_sense,24,275,logreg,0.8741298399031915,0.8171462121946796,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,275,logreg,0.7752473362819867,0.7462622628536358,128,layer_24/width_16k/standard,False
47_reasoning_tf,24,275,logreg,0.6279393484051636,0.6197814356942831,128,layer_24/width_16k/standard,False
48_cm_correct,24,275,logreg,0.7691962995810753,0.7401774390020942,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,275,logreg,0.9999919341019716,0.999945689619942,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,275,logreg,0.8443468092382853,0.7796350055672621,128,layer_24/width_16k/standard_new,False
51_just_is,24,275,logreg,0.8222559277180821,0.7921394776596135,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,275,logreg,0.9327390110457076,0.8714486330915271,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,275,logreg,0.630299295004664,0.5932405265131445,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,275,logreg,0.9973574325637152,0.9637989949532573,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,275,logreg,0.97672128056348,0.9379013680480025,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,275,logreg,0.9048324460228436,0.8266472385560666,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,275,logreg,0.9179422752892156,0.8808132492826803,128,layer_24/width_16k/topk_32,False
60_wikidata_occupation_isathlete,24,275,logreg,0.9248537098745162,0.8918893093814094,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,275,logreg,0.9130859007003622,0.8992711064216924,16,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,275,logreg,0.9429535801379192,0.9190815079591519,128,layer_24/width_16k/matryoshka_batch_topk_32,False
63_wikidata_occupation_issinger,24,275,logreg,0.923872610504896,0.9053515000457577,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,275,logreg,0.9595931528258134,0.9289272798054626,128,layer_24/width_16k/topk_32,False
5_hist_fig_ismale,24,382,logreg,0.9912355990761792,0.9618214611950976,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,382,logreg,0.9688343705175964,0.9619319849312427,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,382,logreg,0.6816975507639835,0.6595455166393578,128,layer_24/width_16k/standard_new,False
21_headline_istrump,24,382,logreg,0.9515795324301788,0.9283883124808131,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,382,logreg,0.9642314109969096,0.9447858969422311,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,382,logreg,0.979435784859884,0.9580092883696816,128,layer_24/width_16k/p_anneal,False
24_headline_isiran,24,382,logreg,0.9767965909720956,0.9561198545777131,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,382,logreg,0.7302455240701557,0.7409959746091889,128,layer_24/width_16k/gated,True
36_sciq_tf,24,382,logreg,0.9120959128359905,0.8611531022079979,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,382,logreg,0.9112605290379784,0.8506723806709029,128,layer_24/width_16k/standard_new,False
42_temp_sense,24,382,logreg,0.890107633479677,0.8194802435915591,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,382,logreg,0.7895185218266552,0.7641275229998207,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,382,logreg,0.6281413272004618,0.6343181865760692,128,layer_24/width_16k/standard_new,True
48_cm_correct,24,382,logreg,0.7901670278234592,0.7466520127329349,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,382,logreg,0.9999981235358888,0.9999472713584774,128,layer_24/width_16k/gated,False
50_deon_isvalid,24,382,logreg,0.8458531644315478,0.7976779507210501,128,layer_24/width_16k/standard_new,False
51_just_is,24,382,logreg,0.824772778960784,0.8007339601724245,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,382,logreg,0.9394304394541048,0.8881018666847899,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,382,logreg,0.6391589537736819,0.629771003825735,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,382,logreg,0.9978019099402308,0.9699456125642032,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,382,logreg,0.9822548418403458,0.9465753779386366,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,382,logreg,0.9163784362785982,0.8538809185058511,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,382,logreg,0.9212326671480496,0.8790479016999352,128,layer_24/width_16k/topk_32,False
60_wikidata_occupation_isathlete,24,382,logreg,0.9241982217381194,0.8926250474243962,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,382,logreg,0.9312086183896512,0.9046968510200836,128,layer_24/width_16k/topk_32,False
62_wikidata_occupation_ispolitician,24,382,logreg,0.9529060446217674,0.9187145846846737,128,layer_24/width_16k/topk_32,False
63_wikidata_occupation_issinger,24,382,logreg,0.8972466313380411,0.8923741570696008,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,382,logreg,0.9613048709090092,0.9338332271782697,128,layer_24/width_16k/topk_32,False
5_hist_fig_ismale,24,531,logreg,0.9920478981541074,0.9693878041723538,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,531,logreg,0.9702037126238988,0.9679962314326728,128,layer_24/width_16k/batch_topk_32,False
7_hist_fig_ispolitician,24,531,logreg,0.6865659230785877,0.6877576262995025,128,layer_24/width_16k/standard,True
21_headline_istrump,24,531,logreg,0.9595353890272336,0.9231497192008585,128,layer_24/width_16k/jumprelu_32,False
22_headline_isobama,24,531,logreg,0.9707276376945582,0.9540880941224149,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,531,logreg,0.9822894699125734,0.9625701539462519,128,layer_24/width_16k/standard,False
24_headline_isiran,24,531,logreg,0.9802548257489738,0.9638614726176958,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,531,logreg,0.7066937353779668,0.7525342853868231,128,layer_24/width_16k/gated,True
36_sciq_tf,24,531,logreg,0.9247861446241812,0.8798125975303139,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,531,logreg,0.9327298654597308,0.837993675987352,128,layer_24/width_16k/standard_new,False
42_temp_sense,24,531,logreg,0.9056336591608962,0.8301337401986263,128,layer_24/width_16k/standard_new,False
